İlan Tarihi,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
18/04/2020,Renault,Clio,1.5 DCi Authentique,2009.0,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,216000,48500
18/04/2020,Renault,Symbol,1.0 Joy,2017.0,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,36000,76500
18/04/2020,Renault,Clio,"1.5 dCi
",2013.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,150000,83750
18/04/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,169000,72950
18/04/2020,Renault,Clio,Diğer,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,270000,50000
18/04/2020,Renault,Clio,1.5 dCi Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,99000,89500
18/04/2020,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,58000,82000
08/06/2020,Renault,Fluence,1.5 dCi Touch,2014.0,Dizel,Otomatik Vites,1601-1800 cc,126-150 BG,Gri ,Sedan,Galeriden,2. El,130000,104000
18/04/2020,Renault,Megane,2.0 RXT,1999.0,Benzin/LPG,Düz Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,309000,26750
18/04/2020,Renault,Fluence,1.5 dCi Touch Plus,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,86000,99500
18/04/2020,Renault,Fluence,1.5 dCi Touch,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,188000,75000
18/04/2020,Renault,R 9,1.4 Broadway,1993.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,470000,16500
18/04/2020,Renault,Fluence,1.5 dCi Icon,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,160000,103000
18/04/2020,Renault,Fluence,1.5 dCi Icon,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,118000,96750
18/04/2020,Renault,Clio,1.0 TCe Touch,2020.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,8,138900
18/04/2020,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,161000,75900
18/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,82000,77900
18/04/2020,Renault,Laguna,2.0 RXT,1998.0,Benzin/LPG,Düz Vites,1801-2000 cc,Bilmiyorum,Yeşil ,Hatchback 5 Kapı,Galeriden,2. El,250000,32900
18/04/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,96000,78750
18/04/2020,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,70000,87500
18/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,39350,82750
18/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,49400,81500
18/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,42500,83750
18/04/2020,Renault,Kadjar,1.5 dCi Icon,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,63000,172500
18/04/2020,Renault,Fluence,1.5 dCi Touch,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,203500,96500
11/06/2020,Peugeot,2008,1.2 PureTech GT Line,2020.0,Benzin,Otomatik Vites,1300 cc ve altı,126-150 BG,Gri ,Arazi Aracı,Galeriden,0 km,10,269500
18/04/2020,Renault,Clio,Diğer,2008.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,234000,44750
18/04/2020,Renault,Symbol,1.5 dCi Joy,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,242000,58000
18/04/2020,Renault,Megane,1.5 dCi Icon,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,89000,161950
18/04/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,77000,81950
18/04/2020,Renault,Symbol,1.5 dCi Authentique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,257000,36500
18/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,127000,73900
18/04/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,106000,78500
18/04/2020,Renault,Megane,Diğer,2012.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,190000,94500
18/04/2020,Renault,Clio,Diğer,2008.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,252000,44700
18/04/2020,Renault,Clio,1.4 RT,1998.0,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,183000,24750
18/04/2020,Renault,Megane,1.5 dCi Touch,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,102000,141000
18/04/2020,Renault,Laguna,1.6 Privilege,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,213000,46750
18/04/2020,Renault,Megane,1.5 dCi Touch,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,70000,127900
18/04/2020,Renault,Laguna,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,256000,75000
18/04/2020,Renault,Fluence,1.5 dCi Extreme Edition,2012.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,219000,63000
18/04/2020,Renault,Fluence,1.5 dCi Touch,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,127000,93500
18/04/2020,Renault,Megane,1.5 dCi Touch Plus,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,50600,136750
18/04/2020,Renault,Clio,1.5 dCi Grandtour Authentique Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,249000,55000
18/04/2020,Renault,Megane,Diğer,2010.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,188000,66500
27/05/2020,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2017.0,Dizel,Otomatik Vites,1301-1600 cc,151-175 BG,Lacivert ,Sedan,Galeriden,2. El,52500,208500
18/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,138500,72500
18/04/2020,Renault,Megane,1.5 dCi Touch,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,69000,119000
18/04/2020,Renault,Kadjar,1.5 dCi Icon,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,95000,171000
18/04/2020,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,67000,142000
18/04/2020,Renault,Clio,1.5 dCi Touch,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,124000,97500
18/04/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,78601,91750
18/04/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,82969,91750
18/04/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,94402,91750
18/04/2020,Renault,Clio,1.5 dCi SportTourer Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,94000,84850
18/04/2020,Renault,Clio,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,62000,113850
18/04/2020,Renault,Fluence,1.5 dCi Icon,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,125000,99900
18/04/2020,Renault,Fluence,1.5 dCi Touch,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,86000,108750
18/04/2020,Renault,Fluence,1.5 dCi Business,2012.0,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,192000,69000
18/04/2020,Renault,Fluence,1.5 dCi Touch,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,94000,104750
18/04/2020,Renault,Clio,1.5 dCi SportTourer Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,43000,133500
18/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,73000,71750
18/04/2020,Renault,Koleos,Diğer,2009.0,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,220000,79000
18/04/2020,Renault,Clio,1.0 TCe Touch,2020.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Turuncu ,Hatchback 5 Kapı,Galeriden,0 km,0,137900
18/04/2020,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,78000,145000
09/04/2020,Audi,Q7,3.0 TDI Quattro,2006.0,Dizel,Otomatik Vites,2501-3000 cc,276-300 BG,Gri ,Arazi Aracı,Galeriden,2. El,274654,162750
18/04/2020,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,104000,131000
18/04/2020,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,118000,133000
18/04/2020,Renault,Fluence,1.5 dCi Touch,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,84000,101000
18/04/2020,Renault,Clio,Diğer,2019.0,Benzin,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,5800,99750
18/04/2020,Renault,Fluence,1.5 dCi Icon,2013.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,178000,86500
18/04/2020,Renault,Clio,1.5 dCi SportTourer Touch,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,66750,113900
18/04/2020,Renault,Clio,1.5 dCi SportTourer Touch,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,75204,118900
18/04/2020,Renault,Megane,1.5 dCi Icon,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,76239,145900
18/04/2020,Renault,Symbol,1.5 dCi Joy,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,168000,63000
18/04/2020,Renault,Fluence,1.5 dCi Business,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,235000,58000
18/04/2020,Renault,Megane,1.5 dCi Touch,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,165000,136500
18/04/2020,Renault,Clio,1.5 dCi Touch,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,60000,106500
18/04/2020,Renault,Megane,1.6 Dynamique,2004.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,206000,49750
18/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,204500,66500
18/04/2020,Renault,Clio,1.5 dCi Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,46000,92500
18/04/2020,Renault,Fluence,1.5 dCi Touch,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,116000,86500
18/04/2020,Renault,Fluence,1.5 dCi Touch,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,125000,79250
18/04/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,113000,85900
18/04/2020,Renault,Clio,1.5 dCi Icon,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,132000,83850
12/05/2020,Jeep,Cherokee,5.2,2000.0,Benzin/LPG,Otomatik Vites,2001-2500 cc,126-150 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,249038,70750
18/04/2020,Renault,Clio,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,49000,109950
18/04/2020,Renault,Clio,1.5 dCi Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,39000,92750
18/04/2020,Renault,Clio,1.5 dCi SportTourer Touch,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,100000,112950
18/04/2020,Renault,Clio,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,62000,111000
18/04/2020,Renault,Megane,Diğer,2012.0,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Diğer ,Diğer,Galeriden,2. El,190000,38500
18/04/2020,Renault,R 9,1.4 Broadway,1990.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,125000,14500
18/04/2020,Renault,Symbol,Diğer,2019.0,Benzin,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,3000,81000
18/04/2020,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,58500,146750
18/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,193000,62750
18/04/2020,Renault,Clio,Diğer,2003.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,245000,33750
18/04/2020,Renault,Laguna,2.0 RXT,1998.0,Benzin/LPG,Düz Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,265000,29750
18/04/2020,Renault,Fluence,1.5 dCi Joy,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,145000,89750
18/04/2020,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,186500,57500
18/04/2020,Renault,Megane,1.6 Joy,2017.0,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Kahverengi ,Sedan,Galeriden,2. El,127000,102950
18/04/2020,Renault,Clio,1.5 dCi Icon,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,149000,93500
18/04/2020,Renault,Megane,Diğer,2006.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Şampanya ,Sedan,Galeriden,2. El,240000,41500
18/04/2020,Renault,Clio,1.5 dCi Touch,2013.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,215000,67000
18/04/2020,Renault,Fluence,1.5 dCi Business,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,190000,59000
18/04/2020,Renault,Megane,1.5 dCi Icon,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,71408,173000
08/04/2020,Jeep,Wrangler,2.8 CRD,2014.0,Dizel,Otomatik Vites,2501-3000 cc,126-150 BG,Siyah ,Arazi Aracı,Galeriden,2. El,54000,457500
18/04/2020,Renault,Fluence,1.5 dCi Icon,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,76000,116500
18/04/2020,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,55000,145000
18/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,73000,69900
18/04/2020,Renault,Fluence,1.5 dCi Business,2012.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,90000,71500
18/04/2020,Renault,Symbol,1.4 Expression,2009.0,Benzin/LPG,Düz Vites,1300 cc ve altı,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,30000,52900
18/04/2020,Renault,Clio,1.2 Turbo Icon,2013.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,55000,97900
18/04/2020,Renault,Clio,1.5 dCi Joy,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,145000,73800
18/04/2020,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,149000,136500
18/04/2020,Renault,Fluence,1.5 dCi Touch,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,159000,82500
18/04/2020,Renault,Fluence,1.5 dCi Business,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,276000,56950
18/04/2020,Renault,R 12,Toros,1993.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,73000,18750
18/04/2020,Renault,Clio,Diğer,2006.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,192000,43750
18/04/2020,Renault,Fluence,1.5 dCi Icon,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,142500,113000
18/04/2020,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,29000,148000
18/04/2020,Renault,Clio,1.2 Touch,2012.0,Benzin,Düz Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,184000,68250
18/04/2020,Renault,Fluence,1.5 dCi Touch,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,182500,84500
18/04/2020,Renault,R 19,Diğer,2001.0,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,138000,34300
18/04/2020,Renault,Fluence,1.5 dCi Extreme,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,230000,62900
18/04/2020,Renault,Clio,1.2 Joy,2013.0,Benzin,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,228000,56900
12/05/2020,Jeep,Cherokee,5.2,2000.0,Benzin/LPG,Otomatik Vites,2001-2500 cc,126-150 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,249038,70750
18/04/2020,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,75000,86500
18/04/2020,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,97000,86500
18/04/2020,Renault,Clio,Diğer,2004.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,200000,38850
18/04/2020,Renault,Megane,Diğer,2001.0,Benzin/LPG,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,271000,41500
18/04/2020,Renault,Clio,1.0 TCe Icon,2020.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Turuncu ,Hatchback 5 Kapı,Galeriden,0 km,0,159000
18/04/2020,Renault,Megane,1.5 dCi Sport Tourer Privilege,2012.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,194569,83950
18/04/2020,Renault,Megane,Diğer,2017.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,26569,143950
18/04/2020,Renault,Fluence,1.5 dCi Touch,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,144000,86750
18/04/2020,Renault,Talisman,1.6 dCi Icon,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kahverengi ,Sedan,Galeriden,2. El,69000,195000
18/04/2020,Renault,Captur,0.9 Touch,2018.0,Benzin,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,11,131500
18/04/2020,Renault,Megane,Diğer,2011.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,205000,76900
18/04/2020,Renault,Fluence,1.5 dCi Touch Plus,2016.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,77000,101500
18/04/2020,Renault,Clio,Diğer,2006.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Sedan,Galeriden,2. El,135000,31900
18/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,67900
18/04/2020,Renault,Clio,1.5 dCi Touch,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,183000,79500
18/04/2020,Renault,Megane,Diğer,2008.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,230000,49500
18/04/2020,Renault,Fluence,1.5 dCi Touch,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,140000,81000
18/04/2020,Renault,Clio,1.5 dCi SportTourer Icon,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,90000,111900
18/04/2020,Renault,Clio,1.0 TCe Touch,2020.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Turuncu ,Hatchback 5 Kapı,Galeriden,0 km,0,138900
27/05/2020,Mercedes,A Serisi,A 180 CDI BlueEfficiency Style,2014.0,Dizel,Otomatik Vites,1301-1600 cc,126-150 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,182000,199500
18/04/2020,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,78000,96900
